# Two-Pass Transcription: best_part.mp3
# Duration: 271.44s

Time     Chord        Bass         Chords                       Melody
45.50    Bmin7        F2           D3 B3 D4 F#3 A3              F#4 A4 D5
45.60    D5           B1 B2        D3 B3 D4 A3                  F#4 A4 D5
45.70    D5           B1 B2        B3 A3 D4                     F#4 A4 D5
45.80    A#7          A#2          F4 G#4 A#4 D4 B3             -
45.90    A#7          A#2          G#3 A#4 D3 D4                F4 G#4 D5
46.00    A#7          A#2          G#3 A#4 D3 D4                F4 G#4 D5
46.10    A#?          A#2          E4 A#4 D4                    F4 G#4 D5
46.20    Am           A2           E3 C4 A3 A#4                 E4 F4 G#4
46.30    Am           A2 A1        E3 C3 C4 A3 B3               E4 F4 G#4
46.40    Am           A1 A2        C3 E3 C4 A3 B3               E4 F4 G#4
46.50    Amin7        A2           E3 C3 E4 C4 A3 B3 G3         -
46.60    Amin7        A2           E3 E4 C4 A3 B3 G3            -
46.70    Amin7        A2 G3        E3 E4 A3 C4 B3               -
46.80    Amin7        A2 G3        E3 E4 C4 B3 A3               -
46.90    Amin7        A2 G3        E3 E4 C4 A3 B3               -
47.00    Amin7        A2           E3 E4 C4 A3 G3 B3            -
47.10    -            F#3          -                            E4 F#4 C5
47.20    -            F#2 F#3      -                            E4 F#4 C5
47.30    F#m          F#2 F#3      A3                           E4 F#4 C5 F#4 A4 C#5
47.40    F#m          F#2 F#3      A3                           F#4 A4 C#5
47.50    B5           F#3          B3 A3                        F#4 A4 C#5 F#4 A4 B4
47.60    B5           F#3          B3 A3                        F#4 A4 B4
47.70    D            F#3          D3 D4 B3 A3                  F#4 A4 B4 A4 B4 D5
47.80    Bm           F#3          D3 D4 B3                     A4 B4 D5
47.90    Bm           F#3          D3 D4 B3                     A4 B4 D5 B4 D5 F#5
48.00    Csus2        D3           F#3 G4 C4                    B4 D5 F#5 E4 B4 D5
48.10    Gsus4        D3           F#3 G3 C4                    B4 D5 F#5 E4 B4 D5 E4 F#4 G4
48.20    Gsus4        D3           G3 C4                        E4 B4 D5 E4 F#4 G4
48.30    Gsus4        G3           D3 C4                        E4 F#4 G4
48.40    F#min7b5     G3           F#4 F#3 C4 E4 A4             -
48.50    Amin7        G2 G3        F#3 F#4 E4 C4 A4             -
48.60    Gsus4        G2 G3        E3 E4 D3 F#4 C4              -
48.70    G5           G2 G3        E3 D3                        E4 F#4 A4
48.80    G5           -            E3 D3 F4 G4 G3               E4 F#4 A4 E4 F#4
48.90    -            F#3          G4                           E4 F#4 A4 E4 F#4 E4 F#4
49.00    -            F#3          -                            E4 F#4 E4 F#4
49.10    B5           B1 F#3       -                            E4 F#4
49.20    Esus2?       F#3          E4                           -
49.30    F#           -            A#3 F#3                      E4
49.40    G#7          G#2          A#3 C4 G#3 D#4 F#3           E4
49.50    G#7          G#2          A#3 C4 G#3 D#4 F#3           E4
49.60    G#7          G#2          A#3 C4 E4 D#4 F#3            -
49.70    G#aug        G#2          A#3 D3 E4 C4                 -
49.80    G            G2           G3 B3 D3 A#3                 E4 F#4
49.90    G            G2           G3 B3 D3 B4 D4 A3            E4 F#4
50.00    G            G2           G3 B3 B4 D4 A3               E4 F#4
50.10    G            G2           G3 D3 B3 D4 B4 A3 G4         -
50.20    G            G2           D3 B3 B4 D4 G4 A3            -
50.30    G            G2           B3 D3 B4 D4 G4 A3            -
50.40    Gmaj7        G2           D3 B3 D4 B4 A3 G4 F#3        -
50.50    Gmaj7        G2           B3 E3 B4 D3 D4 A3 F#3        -
50.60    Gmaj7        G2           F#3 D3 D4 B3 B4 A3           -
50.70    Gmaj7        G2 F#3       A3 B3 D4 B4                  -
50.80    Gsus2        G2 F#3       A3 D4                        -
50.90    Gsus2        G2 F#3       A3 D3                        -
51.00    Gmaj7        F#3 G2       D3 B3 A3                     F#4 A4 B4
51.10    Gmaj7        G2 F#3       D3 D4 B3                     F#4 A4 B4 B4 D5 F#5
51.20    Gmaj7        G2 F#3       D3 D4 B3                     F#4 A4 B4 B4 D5 F#5
51.30    G            G2           E3 D3 D4 B3                  B4 D5 F#5 E4 B4 D5
51.40    G5           G2           E3 D3 D4                     E4 B4 D5 E4 E4
51.50    G5           G2           E3 D3 D4                     E4 B4 D5 E4 E4 E4
51.60    G5           G2           E3 D3 D4 F#3                 E4 E4 E4 E4
51.70    G5           G2 F#3       D3 D4                        E4 E4 E4 F#4 E4 F#4
51.80    Gmaj7        G2 F#3       D3 D4 B4                     E4 E4 F#4 E4 F#4
51.90    Gmaj7        G2 F#3       D3 B4 D4 G4                  E4 F#4 E4 F#4
52.00    Gmaj7        G2 F#3       D3 F#4 D4 B4 G4              -
52.10    Gmaj7        G2 F#3       D3 B4 D4 B3 G4               -
52.20    Gmaj7        G2 F#3       D3 B3 D4 A#4 G4              -
52.30    Gmaj7        G2           D3 F#3 B3 E3 A#4 G4          -
52.40    Gmaj7        G2           D3 E3 B3 A#4 F#3             -
52.50    Gmaj7        G2           D3 E3 A#4 F#3 B3             -
52.60    Gmaj7        G2           D3 E3 F#3 B3                 -
52.70    Gmaj7        G2 F#3       D3 E3 B3                     -
52.80    Gmaj7        G2 F#3       D3 B3 E4                     -
52.90    Gmaj7        G2 F#3       D3 B3 A3                     -
53.00    Gmaj7        G2 F#3       E4 D3 B3 A3                  -
53.10    G5           G2 F#3       D3                           E4
53.20    G5           G2 F#3       D3 D4                        E4 E4
53.30    G5           G2 F#3       D3 D4                        E4 E4 E4 D5
53.40    G5           G2           D3 D4                        E4 E4 D5 E4 D5
53.50    A#           F3 C3        D4 D3 A#3                    E4 D5 E4 D5 E4 G4 D5
53.60    A#           F3 C3        D3 A#3                       E4 D5 E4 G4 D5 E4 G4 A4
53.70    A#           F3 F2        D3 A#3                       E4 G4 D5 E4 G4 A4
53.80    A#           F2 F3        D3 F#3 A#3                   E4 G4 A4
53.90    Fsus4        F3 C3        F#3 A#3                      G4 A4
54.00    Fsus4        F3 C3        A#3                          G4 A4
54.10    Fsus4        F3           C3 A#3                       G4 A4
54.20    A#5          F2 F3        G4 A#3                       -
54.30    A#5          F3           A#3 G4                       -
54.40    Edim         F3 E2        C3 A#3 G4                    -
54.50    Edim         F3 E2        C3 A#3 G4                    -
54.60    Edim         F3 E2        C3 G4 A#3                    -
54.70    Edim         F3 E2        C3 G4 A#3                    -
54.80    Edim         F3 E2        C3 G4 A#3                    -
54.90    Fsus2        F2 F3        C3 G4 A#3                    -
55.00    Fsus2        F2           G4 C4 D3 A#3 F3              -
55.10    Fsus2        F2           F3 G3 G4 C4 A#3 D3           -
55.20    Fsus2        F2 C3        F3 D3 D4 C4 A#3 G3           F4 G4 A#4
55.30    Fsus4        F2 C3        F3 D4 C4 A#3                 F4 G4 A#4
55.40    A#           F3 C3        D4 C4 A#3                    F4 G4 A#4 F4 C5 D5
55.50    A#           F3 C3        D4 C4 A#3                    F4 C5 D5
55.60    A#           F3           D3 C3 D4 C4 A#3              F4 C5 D5
55.70    Fsus4        F2           D3 F3 A#3 C4                 E4 F4 G4
55.80    A#maj7       F2           D3 A#3 A3                    E4 F4 G4
55.90    Am?          C3           A#3 A3                       E4 F4 G4
56.00    Am           C3           A#3 A3 E4                    -
56.10    D#5          D#2          A3 E4 A#3                    -
56.20    A5           -            A3 E4 A#3                    -
56.30    Edim         -            G4 E4 A#3 A3                 -
56.40    C5           G3           C3                           E4 G4
56.50    C5           G3           C3                           E4 G4
56.60    Gm           G3           A#3                          E4 G4
56.70    Edim         G3           E4 A#3                       -
56.80    Gmadd9?      A2 G3        A3 A#3                       E4 G4
56.90    Gmadd9?      A2           A3 G3 A#3                    E4 G4
57.00    A5           A2           F#3 E3 A3 G3                 E4 G4
57.10    D            -            D3 F#3 E3 A3                 -
57.20    D            D2 E3        D3 F#3 A3                    -
57.30    D            E3           D3 F#3 A3                    -
57.40    D            D2 E3        D3 A3 F#3                    -
57.50    D            D2 F#3       D3 A3 E3                     E4 F#4 A4
57.60    D            D2 F#3       D3 A3 E3                     E4 F#4 A4
57.70    D            D2 F#3       D3 A3 E3                     E4 F#4 A4
57.80    D            D2 F#3       D3 A3 E3                     A4
57.90    D            D2 F#3       D3 A3 E3                     A4
58.00    F#min7       -            A3 C#3 E3 F#3                A4 D5
58.10    F#min7       E3           A3 C#3 C#4 F#3               D5
58.20    F#min7       E3 F#3       C#3 C#4 A3                   D5 D5
58.30    F#min7       E3 F#3       C#3 C#4 A3                   D5
58.40    F#min7       E3           C#3 C#4 A3 A4 F#3            D5
58.50    Dmaj7        E3           A3 A4 D3 C#4 F#3             -
58.60    Dmaj7        E3 F#3       A3 A4 D3 C#4                 E4 B4 D5
58.70    Esus2        E3 F#3       B3 A3 A4 C#4                 E4 B4 D5
58.80    E5           E3           B3                           E4 B4 D5
58.90    E5           F2           E3 B3                        E4 B4
59.00    Esus2        F2           E3 B3 F#3                    E4 B4 E4 F#4 B4
59.10    Esus2        F#3          E3 B3                        E4 B4 E4 F#4 B4
59.20    Esus2        E3 F#3       B3                           E4 F#4 B4
59.30    Esus2        E3           A3 B3 F#3                    E4 F#4
59.40    Dsus2        E3           D3 A3 B3                     E4 F#4
59.50    Am           C3           E3 D3 D4 A3 B3               E4 F#4 E4 A4 B4
59.60    Am           C3           E3 D3 D4 A3                  E4 A4 B4
59.70    Dm           F2           E3 D3 D4 A3                  E4 A4 B4
59.80    Dmadd9?      F2           E3 D3                        E4 B4
59.90    Esus2?       -            E3 F#3 F#4                   E4 B4
60.00    A5           E2 A1        E3 F#3 F#4                   E4 B4
60.10    A5           A1           E3 E4 F#3 F#4                -
60.20    -            E3           -                            E4 F#4 B4
60.30    -            E3           -                            E4 F#4 B4
60.40    Dsus2?       E2           E3 D3 D4                     E4 F#4 B4 E4 B4
60.50    Dsus2?       E2           E3 D3 D4                     E4 B4
60.60    Dsus2?       E2           E3 D3 D4                     E4 B4
60.70    Dsus2        A2 E2        E3 D3 D4 G3                  E4 B4 D5 E4 G4
60.80    Amin7        A2           E3 G3 C4 A3                  E4 B4 D5 E4 G4
60.90    Amin7        A2 A1        E3 G3 C4 A3                  E4 B4 D5 E4 G4
61.00    Amin7        A1 A2        E3 E4 C4 A3 G3 B3            -
61.10    Amin7        A1 A2        G3 E4 C4 A3 B3               -
61.20    Amin7        A2           D3 A3 A4 G3 E4 C4 B3         -
61.30    G            A2           D3 A3 G3 B3                  E4 G4 A4
61.40    D5           A1 A2        D3 A3 B3 B4                  E4 G4 A4
61.50    Asus2?       A1 A2        B3                           E4 G4 A4 A4 B4
61.60    Amin7        A2           G3 G4 B3 C4 E4               A4 B4 B4 D5 B5
61.70    Fsus2        F2           G3 G4 C4 E4                  A4 B4 B4 D5 B5
61.80    Fsus2        F2           G3 G4 C4 E4                  B4 D5 B5
61.90    Edim         G3           C4 E3 E4 A#4                 D5 B5
62.00    Em           G3           E3 B3 C4                     D5 B5
62.10    Cmaj7        G2 G3        A4 E3 B3 B4 C4               D5 B5
62.20    Dsus2        G3           E3 D3 B3 A4                  E4 B4 D5
62.30    G            G2           E3 D3 B3                     E4 B4 D5 A4 B4
62.40    Bdim         F2           E3 B3 D3                     E4 B4 D5 A4 B4
62.50    F5           F2 D3        E3 F#3 B3 C4                 A4 B4 E4 B4 B5
62.60    D9           D3 F#3       E3 C4                        E4 B4 B5 E4 F#4 B4
62.70    D9           F#3          E3 D3 C4                     E4 B4 B5 E4 F#4 B4
62.80    D7           F#3          D3 C4                        E4 F#4 B4 E4 F#4
62.90    Esus2?       F#3          E3                           E4 F#4
63.00    Esus2?       F#3 F2       E3                           E4 F#4
63.10    Dadd9?       F#3 F2       E3 D3 D4                     E4 B4
63.20    Dadd9?       F2 F#3       E3 D3 D4                     E4 B4
63.30    Dmadd9?      F2           D3 E3 D4                     E4 B4
63.40    Bdim         B1 F2        D3 E3 D4                     E4 B4
63.50    Bdim         B1 F2        D3 D4 E3                     E4 B4
63.60    Dmadd9?      F2           D4 E3 D3                     E4 B4
63.70    D7?          -            D4 D3 C4 G#3 F#3             E4 B4 D5 D#4 E4 B4
63.80    A#aug7       G#2 F#3      D4 C4 G#3 A#3                E4 B4 D5 D#4 E4 B4 D#4 E4 C5 D#4 E4 F#4
