# Transcription: best_part.mp3
# Duration: 271.44s
# BPM: 67
# Time Signature: 4/4
# Total Bars: 76
# First Downbeat: 0.000s
# BPM Confidence: 1.00

Bar.Beat   Time     Chord      Bass         Chords                   Melody
12.3.78    41.90    Dm         D3 F3        A3                       -
12.3.89    42.00    C5         C3 D3        A3 C4 F3 G4              A4 D5
12.4.01    42.10    C5         C3 D3        A3 C4 F3 G4              A4 D5
12.4.12    42.20    Dm         C3 D3        E4 A3 C4 F3              A4 D5
12.4.23    42.30    D5         A2           A3 D3                    E4
12.4.34    42.40    D5         A2           A3 D3                    E4
12.4.45    42.50    D5         A2           D3 A3                    E4
12.4.57    42.60    D          A2           D3 F#3 A3                E4
12.4.68    42.70    D          D2 F#3       D3 A3                    E4
12.4.79    42.80    D          D2 F#3       D3 A3                    E4
12.4.90    42.90    D          D2 F#3       D3 A3                    -
13.1.01    43.00    D          D2 F#3       D3 A3                    -
13.1.12    43.10    D          D2 F#3       D3 A3                    -
13.1.24    43.20    D          D2 F#3       D3 A3                    -
13.1.35    43.30    D          D2 F#3       D3 A3                    -
13.1.46    43.40    D          D2 F#3       A3 D3                    -
13.1.57    43.50    D          A2 D2        A3 D3 F#3                C#5 A4
13.1.68    43.60    D          A2 D2        A3 D3 F#3                C#5 A4
13.1.79    43.70    D          A2 D2        A3 D3 F#3                C#5 A4
13.1.91    43.80    D          A2 D2        D3 E4 A3 F#3             -
13.2.02    43.90    D5         A2 D2        D3 D4                    D5 A4
13.2.13    44.00    D5         A2           D3 D4                    D5 A4
13.2.24    44.10    D5         A1 A2        D3 D4                    D5 A4
13.2.35    44.20    D5         A2           D3 D4                    E4 D5
13.2.46    44.30    D5         A1 A2        D3 D4                    E4 D5
13.2.58    44.40    F#5        F#3          E3 D3 D4 C#4             E4 F#4
13.2.69    44.50    F#m        F#3 E3       C#4 A3                   E4 F#4
13.2.80    44.60    F#m        E3 F#3       C#4 A3                   E4 F#4
13.2.91    44.70    F#m        E3 F#3       C#4 A3                   -
13.3.02    44.80    F#5        E3 F#3       D3 D4 C#4                A5 F#4
13.3.13    44.90    F#5        E3 F#3       D3 D4 C#4                A5 F#4
13.3.25    45.00    F#5        E3 F#3       D3 D4 C#4                A5 F#4
13.3.36    45.10    D          E3 F#3       D3 D4                    -
13.3.47    45.20    D          E3 F#3       D3 D4                    -
13.3.58    45.30    D          F2 F#3       D3 D4 E3                 -
13.3.69    45.40    D          F2 F#3       D3 D4                    -
13.3.80    45.50    D          F2           D3 B3 D4 F#3 A3          D5
13.3.92    45.60    D5         B1 B2        D3 B3 D4 A3              F#4 D5
13.4.03    45.70    D5         B1 B2        B3 A3 D4                 F#4 D5
13.4.14    45.80    A#         A#2          F4 G#4 A#4 D4 B3         -
13.4.25    45.90    A#7        A#2          G#3 A#4 D3 D4            F4 G#4
13.4.36    46.00    A#7        A#2          G#3 A#4 D3 D4            F4 G#4
13.4.47    46.10    A#         A#2          E4 A#4 D4                F4 G#4
13.4.59    46.20    Am         A2           E3 C4 A3 A#4             F4 G#4
13.4.70    46.30    Am         A2 A1        E3 C3 C4 A3 B3           F4 G#4
13.4.81    46.40    Am         A1 A2        C3 E3 C4 A3 B3           G#4 F4
13.4.92    46.50    Am         A2           E3 C3 E4 C4 A3 B3 G3     -
14.1.03    46.60    Am         A2           E3 E4 C4 A3 B3 G3        -
14.1.14    46.70    Am         A2 G3        E3 E4 A3 C4 B3           -
14.1.26    46.80    Am         A2 G3        E3 E4 C4 B3 A3           -
14.1.37    46.90    Am         A2 G3        E3 E4 C4 A3 B3           -
14.1.48    47.00    Am         A2           E3 E4 C4 A3 G3 B3        -
14.1.59    47.10    -          F#3          -                        C5 F#4
14.1.70    47.20    -          F#2 F#3      -                        C5 F#4
14.1.81    47.30    F#m        F#2 F#3      A3                       C#5 C5
14.1.93    47.40    F#m        F#2 F#3      A3                       F#4 C#5
14.2.04    47.50    B5         F#3          B3 A3                    C#5 A4
14.2.15    47.60    B5         F#3          B3 A3                    F#4 A4
14.2.26    47.70    D          F#3          D3 D4 B3 A3              D5 B4
14.2.37    47.80    Bm         F#3          D3 D4 B3                 D5 B4
14.2.48    47.90    Bm         F#3          D3 D4 B3                 D5 B4
14.2.60    48.00    C5         D3           F#3 G4 C4                D5
14.2.71    48.10    G5         D3           F#3 G3 C4                D5 G4
14.2.82    48.20    G5         D3           G3 C4                    D5 G4
14.2.93    48.30    G5         G3           D3 C4                    G4
14.3.04    48.40    F#dim      G3           F#4 F#3 C4 E4 A4         -
14.3.15    48.50    C          G2 G3        F#3 F#4 E4 C4 A4         -
14.3.27    48.60    G5         G2 G3        E3 E4 D3 F#4 C4          -
14.3.38    48.70    G5         G2 G3        E3 D3                    F#4
14.3.49    48.80    G5         -            E3 D3 F4 G4 G3           F#4 F#4
14.3.60    48.90    Gmaj7?     F#3          G4                       F#4 F#4
14.3.71    49.00    -          F#3          -                        F#4 F#4
14.3.82    49.10    B5         B1 F#3       -                        E4 F#4
14.3.93    49.20    F#min7     F#3          E4                       -
14.4.05    49.30    F#         -            A#3 F#3                  E4
14.4.16    49.40    G#         G#2          A#3 C4 G#3 D#4 F#3       E4
14.4.27    49.50    G#         G#2          A#3 C4 G#3 D#4 F#3       E4
14.4.38    49.60    G#         G#2          A#3 C4 E4 D#4 F#3        -
14.4.49    49.70    G#aug      G#2          A#3 D3 E4 C4             -
14.4.60    49.80    G          G2           G3 B3 D3 A#3             E4
14.4.72    49.90    G          G2           G3 B3 D3 B4 D4 A3        E4
14.4.83    50.00    G          G2           G3 B3 B4 D4 A3           E4
14.4.94    50.10    G          G2           G3 D3 B3 D4 B4 A3 G4     -
15.1.05    50.20    G          G2           D3 B3 B4 D4 G4 A3        -
15.1.16    50.30    G          G2           B3 D3 B4 D4 G4 A3        -
15.1.28    50.40    G          G2           D3 B3 D4 B4 A3 G4 F#3    -
15.1.39    50.50    G          G2           B3 E3 B4 D3 D4 A3 F#3    -
15.1.50    50.60    G          G2           F#3 D3 D4 B3 B4 A3       -
15.1.61    50.70    G          G2 F#3       A3 B3 D4 B4              -
15.1.72    50.80    G5         G2 F#3       A3 D4                    -
15.1.83    50.90    G5         G2 F#3       A3 D3                    -
15.1.94    51.00    G          F#3 G2       D3 B3 A3                 -
15.2.06    51.10    G          G2 F#3       D3 D4 B3                 F#5 D5
15.2.17    51.20    G          G2 F#3       D3 D4 B3                 F#5 D5
15.2.28    51.30    G          G2           E3 D3 D4 B3              F#5 D5
15.2.39    51.40    G5         G2           E3 D3 D4                 D5 B4
15.2.50    51.50    G5         G2           E3 D3 D4                 D5 B4
15.2.61    51.60    G5         G2           E3 D3 D4 F#3             E4
15.2.73    51.70    G5         G2 F#3       D3 D4                    E4 F#4
15.2.84    51.80    G          G2 F#3       D3 D4 B4                 E4 F#4
15.2.95    51.90    G          G2 F#3       D3 B4 D4 G4              E4 F#4
15.3.06    52.00    G          G2 F#3       D3 F#4 D4 B4 G4          -
15.3.17    52.10    G          G2 F#3       D3 B4 D4 B3 G4           -
15.3.28    52.20    G          G2 F#3       D3 B3 D4 A#4 G4          -
15.3.40    52.30    G          G2           D3 F#3 B3 E3 A#4 G4      -
15.3.51    52.40    G          G2           D3 E3 B3 A#4 F#3         -
15.3.62    52.50    G          G2           D3 E3 A#4 F#3 B3         -
15.3.73    52.60    G          G2           D3 E3 F#3 B3             -
15.3.84    52.70    G          G2 F#3       D3 E3 B3                 -
15.3.96    52.80    G          G2 F#3       D3 B3 E4                 -
15.4.07    52.90    G          G2 F#3       D3 B3 A3                 -
15.4.18    53.00    G          G2 F#3       E4 D3 B3 A3              -
15.4.29    53.10    G5         G2 F#3       D3                       E4
15.4.40    53.20    G5         G2 F#3       D3 D4                    E4
15.4.51    53.30    G5         G2 F#3       D3 D4                    E4 D5
15.4.63    53.40    G5         G2           D3 D4                    E4 D5
15.4.74    53.50    A#         F3 C3        D4 D3 A#3                D5 D5
15.4.85    53.60    A#         F3 C3        D3 A#3                   D5 D5
15.4.96    53.70    A#         F3 F2        D3 A#3                   D5 G4
16.1.07    53.80    A#         F2 F3        D3 F#3 A#3               A4 G4
16.1.18    53.90    F5         F3 C3        F#3 A#3                  G4 A4
16.1.29    54.00    F5         F3 C3        A#3                      G4 A4
16.1.41    54.10    F5         F3           C3 A#3                   G4 A4
16.1.52    54.20    A#5        F2 F3        G4 A#3                   -
16.1.63    54.30    A#5        F3           A#3 G4                   -
16.1.74    54.40    Edim       F3 E2        C3 A#3 G4                -
16.1.85    54.50    Edim       F3 E2        C3 A#3 G4                -
16.1.96    54.60    Edim       F3 E2        C3 G4 A#3                -
16.2.08    54.70    Edim       F3 E2        C3 G4 A#3                -
16.2.19    54.80    Edim       F3 E2        C3 G4 A#3                -
16.2.30    54.90    F5         F2 F3        C3 G4 A#3                -
16.2.41    55.00    F5         F2           G4 C4 D3 A#3 F3          -
16.2.52    55.10    F5         F2           F3 G3 G4 C4 A#3 D3       -
16.2.64    55.20    F5         F2 C3        F3 D3 D4 C4 A#3 G3       G4
16.2.75    55.30    F5         F2 C3        F3 D4 C4 A#3             G4
16.2.86    55.40    A#         F3 C3        D4 C4 A#3                D5 G4
16.2.97    55.50    A#         F3 C3        D4 C4 A#3                F4 D5
16.3.08    55.60    A#         F3           D3 C3 D4 C4 A#3          F4 D5
16.3.19    55.70    F5         F2           D3 F3 A#3 C4             G4 F4
16.3.31    55.80    Dm         F2           D3 A#3 A3                G4 F4
16.3.42    55.90    Am         C3           A#3 A3                   G4 F4
16.3.53    56.00    Am         C3           A#3 A3 E4                -
16.3.64    56.10    D#5        D#2          A3 E4 A#3                -
16.3.75    56.20    A5         -            A3 E4 A#3                -
16.3.86    56.30    A5         -            G4 E4 A#3 A3             -
16.3.98    56.40    C5         G3           C3                       E4
16.4.09    56.50    C5         G3           C3                       E4
16.4.20    56.60    Gm         G3           A#3                      E4 G4
16.4.31    56.70    Edim       G3           E4 A#3                   -
16.4.42    56.80    Gm         A2 G3        A3 A#3                   E4 G4
16.4.53    56.90    Gm         A2           A3 G3 A#3                E4 G4
16.4.64    57.00    A5         A2           F#3 E3 A3 G3             E4 G4
16.4.76    57.10    D          -            D3 F#3 E3 A3             -
16.4.87    57.20    D          D2 E3        D3 F#3 A3                -
16.4.98    57.30    D          E3           D3 F#3 A3                -
17.1.09    57.40    D          D2 E3        D3 A3 F#3                -
17.1.20    57.50    D          D2 F#3       D3 A3 E3                 E4 F#4
17.1.31    57.60    D          D2 F#3       D3 A3 E3                 E4 F#4
17.1.43    57.70    D          D2 F#3       D3 A3 E3                 E4 F#4
17.1.54    57.80    D          D2 F#3       D3 A3 E3                 A4
17.1.65    57.90    D          D2 F#3       D3 A3 E3                 A4
17.1.76    58.00    F#m        -            A3 C#3 E3 F#3            A4 D5
17.1.87    58.10    F#m        E3           A3 C#3 C#4 F#3           D5
17.1.98    58.20    F#m        E3 F#3       C#3 C#4 A3               D5
17.2.10    58.30    F#m        E3 F#3       C#3 C#4 A3               D5
17.2.21    58.40    F#m        E3           C#3 C#4 A3 A4 F#3        D5
17.2.32    58.50    D          E3           A3 A4 D3 C#4 F#3         -
17.2.43    58.60    D          E3 F#3       A3 A4 D3 C#4             D5 B4
17.2.54    58.70    E5         E3 F#3       B3 A3 A4 C#4             D5 B4
17.2.65    58.80    E5         E3           B3                       E4 D5
17.2.77    58.90    E5         F2           E3 B3                    B4
17.2.88    59.00    E5         F2           E3 B3 F#3                B4 E4
17.2.99    59.10    E5         F#3          E3 B3                    B4 F#4
17.3.10    59.20    E5         E3 F#3       B3                       B4 F#4
17.3.21    59.30    E5         E3           A3 B3 F#3                E4 F#4
17.3.32    59.40    D5         E3           D3 A3 B3                 E4 F#4
17.3.44    59.50    Am         C3           E3 D3 D4 A3 B3           B4 F#4
17.3.55    59.60    Am         C3           E3 D3 D4 A3              E4 B4
17.3.66    59.70    Dm         F2           E3 D3 D4 A3              E4 B4
17.3.77    59.80    Dm         F2           E3 D3                    E4 B4
17.3.88    59.90    Esus2      -            E3 F#3 F#4               E4 B4
17.4       60.00    A5         E2 A1        E3 F#3 F#4               E4 B4
17.4.11    60.10    A5         A1           E3 E4 F#3 F#4            -
17.4.22    60.20    -          E3           -                        E4 B4
17.4.33    60.30    -          E3           -                        E4 B4
17.4.44    60.40    Emin7      E2           E3 D3 D4                 B4 E4
17.4.55    60.50    Emin7      E2           E3 D3 D4                 E4 B4
17.4.67    60.60    Emin7      E2           E3 D3 D4                 E4 B4
17.4.78    60.70    A5         A2 E2        E3 D3 D4 G3              B4 E4
17.4.89    60.80    Am         A2           E3 G3 C4 A3              B4 E4
18.1       60.90    Am         A2 A1        E3 G3 C4 A3              B4 E4
18.1.11    61.00    Am         A1 A2        E3 E4 C4 A3 G3 B3        -
18.1.22    61.10    Am         A1 A2        G3 E4 C4 A3 B3           -
18.1.34    61.20    Am         A2           D3 A3 A4 G3 E4 C4 B3     -
18.1.45    61.30    G          A2           D3 A3 G3 B3              A4 G4
18.1.56    61.40    D5         A1 A2        D3 A3 B3 B4              G4
18.1.67    61.50    Asus2      A1 A2        B3                       A4
18.1.78    61.60    Am         A2           G3 G4 B3 C4 E4           B5 D5
